output,driver,S1,S1_conf,ST,ST_conf,S2,S2_conf
Ci(cap),VPD-CO2,,,,,0.0011233682777223245,0.007957855740263087
Ci(cap),VPD-Ps,,,,,0.015343470013204338,0.006593239802114112
Ci(cap),CO2-Ps,,,,,0.0031632384663775673,0.01052445565582341
Ci(mes),PPFD,-0.0019451557931821485,0.00475378617941132,0.272905879113653,0.011709138762527911,,
Ci(mes),Tair,0.003500438185234184,0.009727920716901364,0.95407186271604,0.024455411258700925,,
Ci(mes),VPD,0.0021681150587010076,0.0029988286160690437,0.13193920739136333,0.010223700314915925,,
Ci(mes),CO2,0.00790991443105259,0.010123621307575872,0.9375775960116323,0.02762085722272889,,
Ci(mes),Ps,0.039062039627408285,0.011996550397368858,0.979235105569271,0.023764503188228512,,
Ci(mes),PPFD-Tair,,,,,0.0018141853047328473,0.007912219281635224
Ci(mes),PPFD-VPD,,,,,0.004031894248678284,0.0059482923105880214
Ci(mes),PPFD-CO2,,,,,-0.001904910880233113,0.006582046288493007
Ci(mes),PPFD-Ps,,,,,0.0055115454556127555,0.007466620694650983
Ci(mes),Tair-VPD,,,,,-0.00166933084202989,0.010718025186786675
