doy,hod,A(std1),E(std1),gs(std1),gb(std1),Ci(std1),Tleaf(std1),Pleaf(std1),Rublim(std1),Ps(std1)
202.0,14.5,5.64670763204022,0.6012801496023877,0.04243424265888591,1000.0,20.3811381038622,17.900853345877195,-0.5956508016038412,True,-0.0019177130250287427
202.0,15.0,5.645777361664792,0.5962595802484385,0.04260575428405078,1000.0,20.46976323466162,17.703697145141216,-0.5956562883726401,True,-0.0019238471092477
202.0,15.5,5.641975465083115,0.5882982733637971,0.042856720822377715,1000.0,20.607244806058464,17.39763795001778,-0.595661789322624,True,-0.0019299970477127673
202.0,16.0,5.6304427408898725,0.5770678245121776,0.04315069741593222,1000.0,20.792357382091183,16.985058528886114,-0.5673943929765072,True,-0.0019361628716779834
202.0,16.5,5.603571705669145,0.5620596212807181,0.043428406303747676,1000.0,21.02343929844249,16.469170415997127,-0.5673999534367904,True,-0.0019423446124398514
202.0,17.0,5.547243866946059,0.5422610436238203,0.04357575026569584,1000.0,21.298398860254117,15.853989043973506,-0.5391326789453293,True,-0.0019485423013373769
202.0,17.5,5.421577846856294,0.5144337981162549,0.04326453790909999,1000.0,21.614725499811296,15.14430289553985,-0.5108654812763329,True,-0.001954755969752094
202.0,18.0,5.016752749285615,0.46030903139237733,0.04075946178479596,1000.0,21.969515686445227,14.345637874284643,-0.454325573931771,False,-0.001960985649108108
202.0,18.5,1.997258009688072,0.1765802356963543,0.01655664244310444,1000.0,22.35964744267919,13.464201685984133,-0.1716037636636517,False,-0.001967231370872111
202.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
202.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
202.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
202.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
202.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
202.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
202.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
202.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
202.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
202.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
202.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
203.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
203.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
203.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
203.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
203.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
203.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
203.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
203.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
203.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
203.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
203.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001967231370872111
